id,nom,prénom,date de naissance,adresse rue,adresse code postal,adresse localité,genre
1479,Martin,Théo,1979-09-26,199 Rue d'Endoume,13007.0,Marseille,M
1480,Bensaïd,Lola,1945-11-14,51 Boulevard Herriot,13008.0,Marseille,F
1481,Papadopoulos,Tiago,1990-05-27,5 Route Nationale 396,13400.0,Aubagne,M
1482,Benali,Océane,1998-02-15,16 Avenue Georges Guynemer,13800.0,Istres,F
1483,Santos,Tom,1978-09-02,25 Cours Gambetta,13001.0,Marseille,M
1484,Fabre,Lucie,1996-02-27,25 Boulevard du Bocage,13821.0,La Penne-sur-Huveaune,F
1485,Rossi,Nassur,1973-12-09,32 Cours Gambetta,13001.0,Marseille,M
1486,Bouzid,Rayan,1995-02-24,15 Cours Gambetta,13001.0,Marseille,M
1487,Elbaz,Noah,1991-04-05,2 Rue Méjanes,13100.0,Aix-en-Provence,M
1488,Traoré,Imane,1999-02-08,34 Cours Gambetta,13001.0,Marseille,F
1489,Belkacem,Meline,1964-11-18,134 Rue d'Endoume,13007.0,Marseille,F
1490,Konaté,Giulia,1945-04-06,112 Avenue de Hambourg,13008.0,Marseille,F
1491,Fabre,Amina,1955-09-13,3 Cours Gambetta,13001.0,Marseille,F
1492,Benali,Hugo,1955-12-30,2 Avenue Notre-Dame,13260.0,Cassis,M
1493,Girard,Enzo,1981-02-18,4 Traverse Charles Auguste,13007.0,Marseille,M
1494,Santos,Manon,1995-09-25,37 Cours Gambetta,13001.0,Marseille,F
1495,Benali,Théo,1966-03-22,9 Rue Victor Leydet,13100.0,Aix-en-Provence,M
1496,Traoré,Tiago,1968-05-13,35 Cours Gambetta,13001.0,Marseille,M
1497,Santos,Élise,1953-12-27,11 Avenue des Pielettes,13180.0,Gignac-la-Nerthe,F
1498,Pérez,Anziz,1958-08-14,17 Rue des Bouteilles,13100.0,Aix-en-Provence,M
1499,Colonna,Meline,1948-01-22,11 Rue des Bouteilles,13100.0,Aix-en-Provence,F
1500,Dubois,Noam,1990-11-25,115 Boulevard Chave,13005.0,Marseille,M
1501,Benali,Beatriz,1957-02-14,14 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
1502,Saïdi,Lola,1984-09-07,10 Cours Gambetta,13001.0,Marseille,F
1503,Soilih,Hugo,1959-12-09,31 Cours Gambetta,13001.0,Marseille,M
1504,Morel,Saïd,1989-11-10,29 Avenue des Calanques,13260.0,Cassis,M
1505,Saïdi,Hugo,2000-06-16,3h Avenue des Cardalines,13800.0,Istres,M
1506,Diallo,Ava,1956-11-18,1 Allée Philippine,13012.0,Marseille,F
1507,Belkacem,Maria,1952-10-18,356-360 Résidence Castors Isabella,13240.0,Septèmes-les-Vallons,F
1508,Belkacem,Raphaël,1958-01-29,11 Cours Voltaire,13400.0,Aubagne,M
1509,Dubois,Ethan,1966-12-17,134 Rue d'Endoume,13007.0,Marseille,M
1510,Santoni,Youssef,1950-10-19,51 Cours Gambetta,13001.0,Marseille,M
1511,Saïdi,Lina,1995-11-16,1 Avenue Saint-Jean,13002.0,Marseille,F
1512,Derderian,Rayan,1977-12-21,51 Boulevard Herriot,13008.0,Marseille,M
1513,Giraud,Lucie,1996-09-27,151 Rue d'Endoume,13007.0,Marseille,F
1514,Ndiaye,Clara,1969-11-02,55 Chemin du Merlançon,13400.0,Aubagne,F
1515,Gonzalez,Ahmed,1966-06-24,15 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
1516,Bernard,Tiago,2001-01-08,1 Avenue Jules Cantini,13006.0,Marseille,M
1517,Casabianca,Clara,1967-02-11,16 Rue Fontange,13006.0,Marseille,F
1518,Belkacem,Léa,1949-11-30,26 Cours Julien,13006.0,Marseille,F
1519,Martin,Mariam,1993-08-01,1 Rue François Scaramelli,13004.0,Marseille,F
1520,Benkhelifa,Gabriel,1951-04-17,19 Rue Monclar,13100.0,Aix-en-Provence,M
1521,Elbaz,Kenza,1995-05-06,1 Traverse du Mont de Piété,13001.0,Marseille,F
1522,Alvarez,Miguel,1944-12-08,241 Rue d'Endoume,13007.0,Marseille,M
1523,Nikolić,Sofia,1954-11-12,35 Rue Pavillon,13001.0,Marseille,F
1524,Bouzid,Salma,1966-05-19,102 Rue d'Endoume,13007.0,Marseille,F
1525,Girard,Junior,1973-02-01,635 Avenue de Mazargues,13009.0,Marseille,M
1526,Dubois,Fatou,1994-02-17,3 Boulevard Élysée Reclus,13004.0,Marseille,F
1527,Youssouf,Armen,1979-04-07,Lots 90 Zi la feuillane,13270.0,Fos sur Mer,M
1528,Ferreira,Amina,1993-03-06,5 Cours Gambetta,13001.0,Marseille,F
1529,Giraud,Ahmed,1977-07-30,13 Avenue Frédéric Chevillon,13380.0,Plan-de-Cuques,M
1530,Fabre,Jade,1947-09-28,5 Cours Gambetta,13001.0,Marseille,F
1531,Alvarez,Ahmed,1982-05-28,3 Allée des Lilas,13100.0,Aix-en-Provence,M
1532,Konaté,Lola,1968-09-01,4 Boulevard du Bocage,13821.0,La Penne-sur-Huveaune,F
1533,Alvarez,Mehdi,1966-07-20,26 Quai Général Charles Leclerc,13500.0,Martigues,M
1534,Rossi,Nabil,1984-06-20,73 Cours Gambetta,13001.0,Marseille,M
1535,Alvarez,Luca,1981-09-13,1 Allée Philippine,13012.0,Marseille,M
1536,Papadopoulos,Lucas,1960-09-05,491 Avenue de la Croix d'Or,13320.0,Bouc-Bel-Air,M
1537,Ziane,Rui,1949-12-04,1 Avenue Jules Cantini,13006.0,Marseille,M
1538,Diallo,Ibrahima,1997-08-03,3 Allée des Lilas,13100.0,Aix-en-Provence,M
1539,Benali,Lucie,1959-01-01,12 Rue Alphonse de Lamartine,13500.0,Martigues,F
1540,Fabre,Ahmed,1961-10-22,42 Cours Julien,13006.0,Marseille,M
1541,Morel,Louis,1951-07-25,800 Avenue du Château de Jouques,13420.0,Gémenos,M
1542,Youssouf,Vartan,1987-04-26,BAT A2 Rue des Tuileries,13400.0,Aubagne,M
1543,Bonnet,Maria,1949-02-07,241 Rue d'Endoume,13007.0,Marseille,F
1544,Alvarez,Louis,1946-09-09,335-341 Résidence Castors Isabella,13240.0,Septèmes-les-Vallons,M
1545,Bensaïd,Rania,1989-08-07,3 Cours Gambetta,13001.0,Marseille,F
1546,Bensaïd,Ibrahima,1966-08-06,616 Allées de Craponne,13300.0,Salon-de-Provence,M
1547,Papadopoulos,Ibrahima,1991-10-27,16a Rue de la Grande Armée,13001.0,Marseille,M
1548,Bernard,Rayan,1961-02-13,16 Rue Fontange,13006.0,Marseille,M
1549,Fernandez,Hugo,1996-12-18,32 Traverse Notre-Dame-du-Bon-Secours,13003.0,Marseille,M
1550,Rossi,Tom,1973-08-10,616 Allées de Craponne,13300.0,Salon-de-Provence,M
1551,Ricci,Ethan,1973-01-29,71 Avenue de Hambourg,13008.0,Marseille,M
1552,Mchangama,Ethan,1991-08-27,4 Rue des Chaudronniers,13100.0,Aix-en-Provence,M
1553,Aït Ali,Armen,1996-11-09,14 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
1554,Bouzid,Lucie,1978-04-05,2 Rue Pastoret,13006.0,Marseille,F
1555,Assayag,Inès,1994-08-01,127 Rue d'Aubagne,13006.0,Marseille,F
1556,Girard,Élise,2001-03-27,7 Lotissement L'Escaillon,13320.0,Bouc-Bel-Air,F
1557,Zerari,Matteo,1947-03-22,2 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
1558,Benkhelifa,Rayan,1953-10-02,17 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
1559,Aït Ali,Théo,1950-09-07,15 Avenue Jean-Jacques Garcin,13260.0,Cassis,M
1560,Fabre,Tom,2000-06-10,7 Allée Thomas Edison,13500.0,Martigues,M
1561,Leroux,Théo,1967-08-01,11 Cours Gambetta,13001.0,Marseille,M
1562,Alvarez,Lucie,1993-07-26,34 Quai du Port,13002.0,Marseille,F
1563,Ricci,Gabriel,1996-08-09,255 Avenue du Prado,13008.0,Marseille,M
1564,Morel,Aïcha,1964-09-24,15 Avenue du 8 Mai 1945,13700.0,Marignane,F
1565,Cohen,Chiara,1953-05-27,2 Rue Méjanes,13100.0,Aix-en-Provence,F
1566,Diallo,Karim,1974-02-26,41 Boulevard Aristide Briand,13100.0,Aix-en-Provence,M
1567,Martin,Hugo,1992-06-25,28 Cours Gambetta,13001.0,Marseille,M
1568,Mchangama,Sofia,1980-07-05,67 Boulevard Chave,13005.0,Marseille,F
1569,Bernard,Aïssatou,1946-04-01,121 D2 Boulevard Paul Claudel,13009.0,Marseille,F
1570,Gonzalez,Miguel,1959-08-23,135 Chemin de Château-Gombert,13013.0,Marseille,M
1571,Rossi,Élise,1973-09-06,115 Boulevard Chave,13005.0,Marseille,F
1572,Bernard,Eli,1973-12-06,1 Rue Monclar,13100.0,Aix-en-Provence,M
1573,Bouzid,Mamadou,1959-07-12,20 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
1574,Belkacem,Sergio,1971-03-14,255 Rue d'Endoume,13007.0,Marseille,M
1575,Rossi,Aïssatou,1973-09-10,4 Boulevard Élysée Reclus,13004.0,Marseille,F
1576,Benali,Lucas,1973-02-26,13 Rue Chabrier,13100.0,Aix-en-Provence,M
1577,Morel,Fatima,1985-10-13,1 Traverse du Mont de Piété,13001.0,Marseille,F
1578,Leroux,Gabriel,1986-04-12,30 Cours Gambetta,13001.0,Marseille,M
1579,Bernard,Manon,1947-09-26,1 Plage de l'Estaque,13016.0,Marseille,F
1580,Bonnet,Junior,1991-06-07,149 Rue de l'Aguieloun,13300.0,Salon-de-Provence,M
1581,Papadopoulos,Noam,2000-10-10,122 Avenue Jean Monnet,13127.0,Vitrolles,M
1582,Ziane,Théo,1945-01-15,255 Avenue du Prado,13008.0,Marseille,M
1583,Haddad,Ahmed,1961-02-10,15 Rue des Chapeliers,13090.0,Aix-en-Provence,M
1584,Ricci,Hugo,1972-02-18,113 Allées de Craponne,13300.0,Salon-de-Provence,M
1585,Benali,Enzo,1964-01-19,14 Boulevard Jules Bernard Verger,13013.0,Marseille,M
1586,Aït Ali,Léa,1989-10-02,106 Cours Julien,13006.0,Marseille,F
1587,Demir,Matteo,1947-12-06,26 Cours Gambetta,13001.0,Marseille,M
1588,Martin,Hasmik,1976-07-15,19 Rue des Trois Rois,13006.0,Marseille,F
1589,Gonzalez,Ibrahima,1977-10-01,5 Rue de Bédarrides,13100.0,Aix-en-Provence,M
1590,Ferreira,Lucas,1975-10-17,71 Rue d'Endoume,13007.0,Marseille,M
1591,Girard,Sarah,1989-01-07,283-290 Résidence Castors Isabella,13240.0,Septèmes-les-Vallons,F
1592,Rossi,Nour,1982-08-27,43 Avenue Henri Matisse,13120.0,Gardanne,F
1593,Dubois,Enzo,1953-06-06,19 Avenue Jean Moulin,13127.0,Vitrolles,M
1594,Ndiaye,Luca,1999-03-06,7 Cours Gambetta,13001.0,Marseille,M
1595,Arnaud,Léa,1995-07-08,42 Cours Julien,13006.0,Marseille,F
1596,Martin,Jade,1978-10-24,151 Rue d'Endoume,13007.0,Marseille,F
1597,Belkacem,Rania,1961-02-22,19 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
1598,Fernandez,Armen,1982-10-20,4 Rue du Lacydon,13002.0,Marseille,M
1599,Dubois,Ilyes,1953-08-06,16 Avenue Elzeard Rougier,13400.0,Aubagne,M
1600,Assayag,Léa,1990-01-09,15 Cours Gambetta,13001.0,Marseille,F
1601,Elbaz,Maria,1960-08-10,3 Traverse du Mont de Piété,13001.0,Marseille,F
1602,Bouzid,Junior,1974-12-29,2 Rue Goudard,13005.0,Marseille,M
1603,Garcia,Sarah,1979-12-03,2 Rue Louis Antoine de Bougainville,13700.0,Marignane,F
1604,Bernard,Camille,1980-01-05,516 Chemin de la Madrague Ville,13015.0,Marseille,F
1605,Dubois,Hugo,1958-05-09,14 Rue Laurent Fauchier,13100.0,Aix-en-Provence,M
1606,Belkacem,Mehdi,1953-11-23,6 Cours Gambetta,13001.0,Marseille,M
1607,Benali,Tiago,1976-08-04,450 chemin du Littoral,13016.0,Marseille,M
1608,Saïdi,Théo,1962-03-14,3 Cours Gambetta,13001.0,Marseille,M
1609,Martin,Mehdi,1959-05-09,26 Cours Gambetta,13001.0,Marseille,M
1610,Leroux,Raphaël,1991-10-30,45 Voie ARIANE BP 20080,13600.0,La Ciotat,M
1611,Traoré,Tom,1997-03-10,38 bis Lotissement les Hauts de la Calèche,13190.0,Allauch,M
1612,Haddad,Maria,1950-03-16,59 Rue d'Endoume,13007.0,Marseille,F
1613,Djaé,Léa,1988-10-14,19 Boulevard Anatole France,13600.0,La Ciotat,F
1614,Ricci,Hasmik,1970-08-20,13 Avenue Alphonse de Lamartine,13170.0,Les Pennes-Mirabeau,F
1615,Dias,Anahid,1953-05-23,18 Cours Gambetta,13001.0,Marseille,F
1616,Morel,Yasmina,1956-09-04,45 Boulevard Aristide Briand,13100.0,Aix-en-Provence,F
1617,Dubois,Imane,1958-05-04,8 Avenue Elsa Triolet,13008.0,Marseille,F
1618,Giraud,Gabriel,1978-01-29,374 Avenue de Mazargues,13008.0,Marseille,M
1619,Fabre,Maya,1954-02-19,1 Passage Gamet,13600.0,La Ciotat,F
1620,Bonnet,Fatima,1991-11-20,1 Rue François Scaramelli,13004.0,Marseille,F
1621,Derderian,Samuel,1979-04-16,1 Plage de l'Estaque,13016.0,Marseille,M
1622,Arnaud,Junior,1951-11-21,9 Passage de la Ferrage,13800.0,Istres,M
1623,Bedrossian,Noah,1975-10-03,16 Chemin de Méjean,13820.0,Ensuès-la-Redonne,M
1624,Abdou,Youssef,1994-12-25,59 Rue d'Endoume,13007.0,Marseille,M
1625,Pérez,Fatou,1981-11-07,645 Route de Berre,13090.0,Aix-en-Provence,F
1626,Bedrossian,Noam,1969-12-18,19 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
1627,Dias,Clara,1996-09-30,2 Rue Goudard,13005.0,Marseille,F
1628,Abdou,Camille,1964-12-05,67 Cours Gambetta,13001.0,Marseille,F
1629,Bonnet,Océane,1975-03-22,14 Avenue du 8 Mai 1945,13700.0,Marignane,F
1630,Martin,Anziz,1970-08-17,158 Boulevard de Sainte-Marguerite,13009.0,Marseille,M
1631,Belkacem,Hugo,1959-09-18,6 Cours Gambetta,13001.0,Marseille,M
1632,Dias,Enzo,1999-05-19,503 Route de Calas,13170.0,Les Pennes-Mirabeau,M
1633,Casabianca,Youssef,1971-01-07,60 Rue d'Endoume,13007.0,Marseille,M
1634,Mchangama,Inès,1982-05-13,2 Cours Gambetta,13001.0,Marseille,F
1635,Giraud,Ethan,1958-08-23,2 Rue de la Glacière,13100.0,Aix-en-Provence,M
1636,Benali,Ethan,1985-01-21,12 Cours Voltaire,13400.0,Aubagne,M
1637,Belkacem,Armen,1988-09-29,780 Avenue d'Arménie,13120.0,Gardanne,M
1638,Traoré,Matteo,1988-08-07,98 Avenue Elsa Triolet,13008.0,Marseille,M
1639,Silva,Nour,1998-06-20,2 Place Sadi-Carnot,13001.0,Marseille,F
1640,Morel,Lucie,1970-09-29,3 Rue Ambroise Paré,13008.0,Marseille,F
1641,Martin,Meline,1981-02-04,67 Boulevard Chave,13005.0,Marseille,F
1642,Dubois,Clara,1972-03-01,127 Rue d'Aubagne,13006.0,Marseille,F
1643,Bouzid,Gabriel,1986-11-20,255 Avenue du Prado,13008.0,Marseille,M
1644,Garcia,Mariam,1974-10-27,9 K Avenue du Tubé,13800.0,Istres,F
1645,Garcia,Hugo,1974-07-18,69 Cours Gambetta,13001.0,Marseille,M
1646,Ziane,Fatima,1972-03-17,33 Cours Gambetta,13001.0,Marseille,F
1647,Dias,Naïma,1970-04-27,366 Rue d'Endoume,13007.0,Marseille,F
1648,Papadopoulos,Nour,1953-03-07,39 Cours Gambetta,13001.0,Marseille,F
1649,Ferreira,Maria,1960-08-17,1a Avenue des Cardalines,13800.0,Istres,F
1650,Martin,Nour,1978-07-23,59 Rue d'Endoume,13007.0,Marseille,F
1651,Bonnet,Sarah,1992-02-16,334 Avenue de Mazargues,13008.0,Marseille,F
1652,Öztürk,Clara,1964-11-14,71 Cours Gambetta,13001.0,Marseille,F
1653,Bernard,Luca,1977-08-13,58 Avenue de Lattre de Tassigny,13009.0,Marseille,M
1654,Martin,Manon,2000-03-11,79 Rue François Scaramelli,13004.0,Marseille,F
1655,Bernard,Ahmed,1967-10-10,73 Cours Gambetta,13001.0,Marseille,M
1656,Assayag,Sarah,1948-03-26,7 Rue Victor Leydet,13100.0,Aix-en-Provence,F
1657,Benali,Ilyes,1947-12-23,5 Avenue Jean Jaurès,13270.0,Fos-sur-Mer,M
1658,Bernard,Ava,1954-06-21,32 Traverse Notre-Dame-du-Bon-Secours,13003.0,Marseille,F
1659,Morel,Sergio,1991-05-12,305 Chemin de la Bartavelle,13300.0,Salon-de-Provence,M
1660,Bonnet,Hugo,1967-10-15,1 Avenue Saint-Jean,13002.0,Marseille,M
1661,Garcia,Lucas,1956-11-23,59 Rue d'Endoume,13007.0,Marseille,M
1662,Abdou,Matteo,1998-07-28,5 Rue Monclar,13100.0,Aix-en-Provence,M
1663,Diop,Ahmed,1980-02-09,32 Traverse Notre-Dame-du-Bon-Secours,13003.0,Marseille,M
1664,Diop,Lina,1970-04-04,9 Rue des Bouteilles,13100.0,Aix-en-Provence,F
1665,Casabianca,Imane,1991-03-27,131 Rue d'Endoume,13007.0,Marseille,F
1666,Fabre,David,1973-04-30,2b Rue des Pétouses,13800.0,Istres,M
1667,Girard,Camille,1989-09-22,43 Quai des Belges,13001.0,Marseille,F
1668,Perrot,Mehdi,1988-03-28,326 Rue d'Endoume,13007.0,Marseille,M
1669,Konaté,Moussa,1995-09-20,15 Rue de Guin,13400.0,Aubagne,M
1670,Silva,Raphaël,1968-06-15,3 Rue Ambroise Paré,13008.0,Marseille,M
1671,Traoré,Fatima,1971-07-28,7 Rue du Colonel Jean-Baptiste Pétré,13001.0,Marseille,F
1672,Morel,Théo,1966-10-19,122 Chemin de Méjean,13820.0,Ensuès-la-Redonne,M
1673,Aït Ali,Imane,1950-12-18,343 Rue d'Endoume,13007.0,Marseille,F
1674,Chakarian,Tiago,1952-04-19,95 Rue d'Endoume,13007.0,Marseille,M
1675,Fernandez,Maria,1999-02-26,79 Cours Julien,13006.0,Marseille,F
1676,Morel,Lucas,1964-07-05,30 Grand'Rue,13012.0,Marseille,M
1677,Leroux,Lucas,1968-06-22,410 Avenue du Serpolet,13600.0,La Ciotat,M
1678,Gonzalez,Bilal,1991-10-05,7 Route Nationale 396,13400.0,Aubagne,M
1679,Dias,Chamed,1948-01-01,18 Cours Gambetta,13001.0,Marseille,M
1680,Aït Ali,Hasmik,1994-11-09,121 D2 Boulevard Paul Claudel,13009.0,Marseille,F
1681,Perrot,Lucie,1960-05-11,27 Cours Gambetta,13001.0,Marseille,F
1682,Benali,Naïma,1980-06-05,6 Rue Concert,13300.0,Salon-de-Provence,F
1683,Leroux,Antoine,1980-12-03,311 Rue Paradis,13008.0,Marseille,M
1684,Bouzid,Chiara,1958-06-26,71 Avenue de Hambourg,13008.0,Marseille,F
1685,Alvarez,Noah,1960-12-26,4 Allée Levant Dré,13127.0,Vitrolles,M
1686,Martin,Samuel,1974-02-28,30 Boulevard Barral Prolongé,13008.0,Marseille,M
1687,Rossi,Aïssatou,2000-03-09,1 Avenue Marius Ruinat,13700.0,Marignane,F
1688,Garcia,Imane,1968-06-03,2 Rue Joseph d'Arbaud,13127.0,Vitrolles,F
1689,Bensaïd,Camille,1995-05-12,10 Rue Chaulan,13400.0,Aubagne,F
1690,Attal,Rayan,1997-02-11,22 Cours Gambetta,13001.0,Marseille,M
1691,Ndiaye,Raphaël,1993-07-16,5 Cours Gambetta,13001.0,Marseille,M
1692,Bedrossian,Nadia,1964-08-29,32 Cours Gambetta,13001.0,Marseille,F
1693,Haddad,Louis,1965-12-05,18 Passage Léo Ferré,13003.0,Marseille,M
1694,Cohen,Rania,1967-08-28,67 Cours Gambetta,13001.0,Marseille,F
1695,Fabre,Karim,1977-02-28,43 Avenue Jean Jaurès,13270.0,Fos-sur-Mer,M
1696,Belkacem,Léa,1960-05-17,127 Rue d'Aubagne,13006.0,Marseille,F
1697,Martin,Noa,1972-04-19,20 Traverse Montcault,13013.0,Marseille,F
1698,Elbaz,Sergio,1959-05-12,7 Rue Monclar,13100.0,Aix-en-Provence,M
1699,Morel,Manon,1954-11-16,16 Cours Gambetta,13001.0,Marseille,F
1700,Bouzid,Marco,1944-12-05,366 Rue d'Endoume,13007.0,Marseille,M
1701,Diop,Enzo,2000-04-17,30 Plage de l'Estaque,13016.0,Marseille,M
1702,Diallo,Moussa,1993-11-26,23 Cours Gambetta,13001.0,Marseille,M
1703,Traoré,Cheikh,1981-02-17,1 Allée Philippine,13012.0,Marseille,M
1704,Girard,Imane,1997-12-19,112 Avenue de Hambourg,13008.0,Marseille,F
1705,Dubois,Idriss,1975-12-24,53 Cours Gambetta,13001.0,Marseille,M
1706,Giraud,Vartan,1978-11-14,52 Boulevard Aristide Briand,13100.0,Aix-en-Provence,M
1707,Bernard,Idriss,1987-06-25,15 Cours Gambetta,13001.0,Marseille,M
1708,Santoni,Élise,1975-04-09,10 Rue de la Glacière,13100.0,Aix-en-Provence,F
1709,Youssouf,Mariam,1989-07-12,33 Cours Gambetta,13001.0,Marseille,F
1710,Diop,Enzo,1997-02-12,59 Rue d'Endoume,13007.0,Marseille,M
1711,Perrot,Awa,1991-05-03,11 Avenue Siméon Gouin,13960.0,Sausset-les-Pins,F
1712,Fernandez,Meline,1949-04-16,16 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
1713,Silva,Théo,1953-05-12,24 Boulevard du Roi René,13100.0,Aix-en-Provence,M
1714,Konaté,Hugo,1953-09-27,296 Rue d'Endoume,13007.0,Marseille,M
1715,Traoré,David,1981-08-28,43 Boulevard Aristide Briand,13100.0,Aix-en-Provence,M
1716,Bedrossian,Rania,1973-12-15,82 Avenue de la Madrague de Montredon,13008.0,Marseille,F
1717,Girard,Léa,1973-08-19,8 Lotissement L'Escaillon,13320.0,Bouc-Bel-Air,F
1718,Bedrossian,Manon,1946-03-03,3 Rue Monclar,13100.0,Aix-en-Provence,F
1719,Bonnet,Lucie,1978-06-15,42 Cours Julien,13006.0,Marseille,F
1720,Benali,Lucas,1957-09-03,26 Avenue de Lacanau,13700.0,Marignane,M
1721,Ricci,Tom,1959-12-29,34 Avenue Aristide Briand,13620.0,Carry-le-Rouet,M
1722,Gonzalez,Enzo,1970-05-12,43 Cours Gambetta,13001.0,Marseille,M
1723,Leroux,Fatou,1980-03-05,3 Avenue des Combattants en Afrique du Nord,13700.0,Marignane,F
1724,Saïdi,Hasmik,1952-05-06,22 Allée Eraldo Uras,13821.0,La Penne-sur-Huveaune,F
1725,Traoré,Youssef,1979-08-15,338 Rue d'Endoume,13007.0,Marseille,M
1726,Bedrossian,Marco,1960-01-16,7 bis Rue de la Glacière,13100.0,Aix-en-Provence,M
1727,Martin,Lucas,1949-03-30,52 Rue d'Aix,13001.0,Marseille,M
1728,Youssouf,Eli,1973-10-19,34 Quai du Port,13002.0,Marseille,M
1729,Diallo,David,1998-10-28,2 Avenue de la madrague de Montredon,13008.0,Marseille,M
1730,Youssouf,Lucas,1980-09-23,207 Avenue Julien Fabre,13300.0,Salon-de-Provence,M
1731,Youssouf,Rayan,1991-09-22,18 Cours Gambetta,13001.0,Marseille,M
1732,Arnaud,Camille,1999-05-10,158 Boulevard de Sainte-Marguerite,13009.0,Marseille,F
1733,Abdou,Javier,1960-09-08,61 Cours Gambetta,13001.0,Marseille,M
1734,Arnaud,Ahmed,1968-11-15,2 Cours Gambetta,13001.0,Marseille,M
1735,Papadopoulos,Élise,1947-02-10,22 Cours Gambetta,13001.0,Marseille,F
1736,Alvarez,Karim,1970-07-19,20 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,M
1737,Garcia,Ilyes,1955-06-29,28 Cours Gambetta,13001.0,Marseille,M
1738,Garcia,Ilyes,1993-02-03,11 Rue Marius Reynaud,13100.0,Aix-en-Provence,M
1739,Bensaïd,Beatriz,1977-08-28,95 Rue d'Endoume,13007.0,Marseille,F
1740,Derderian,Sarah,1960-05-17,115 Avenue Louise Michel,13270.0,Fos-sur-Mer,F
1741,Belkacem,Yasmina,1964-02-28,30 Avenue de la Cote Bleue,13960.0,Sausset-les-Pins,F
1742,Derderian,Mamadou,1966-10-23,20 Cours Gambetta,13001.0,Marseille,M
1743,Saïdi,Matteo,1980-03-08,491 Avenue de la Croix d'Or,13320.0,Bouc-Bel-Air,M
1744,Saïdi,Marco,1958-07-10,326 Avenue de Mazargues,13008.0,Marseille,M
1745,Ferreira,Louis,1999-07-20,12 Avenue Jean Moulin,13127.0,Vitrolles,M
1746,Martin,Saïd,1951-07-24,19 Rue Monclar,13100.0,Aix-en-Provence,M
1747,Benali,Aïssatou,1955-07-18,3 Allée Levant Dré,13127.0,Vitrolles,F
1748,Traoré,Léa,1979-06-21,16a Rue de la Grande Armée,13001.0,Marseille,F
1749,Saïdi,Giulia,1981-01-06,6 Cours Gambetta,13001.0,Marseille,F
1750,Ndiaye,Walid,1961-12-25,104 Avenue de Hambourg,13008.0,Marseille,M
1751,Derderian,Lina,1985-08-13,7 Boulevard Saint-Joseph,13380.0,Plan-de-Cuques,F
1752,Bouzid,Lucas,1945-08-05,73 Cours Gambetta,13001.0,Marseille,M
1753,Derderian,Sofia,1972-06-14,71 Avenue de Hambourg,13008.0,Marseille,F
1754,Djaé,Nour,1959-04-09,26 Cours Gambetta,13001.0,Marseille,F
1755,Fabre,Chiara,1951-02-09,16 Rue Négresko,13008.0,Marseille,F
1756,Belkacem,Ethan,1974-10-08,450 chemin du Littoral,13016.0,Marseille,M
1757,Papadopoulos,Eli,1950-05-08,4 Allée du Puisard,13127.0,Vitrolles,M
1758,Saïdi,Nadia,1984-08-01,12 Cours Gambetta,13001.0,Marseille,F
1759,Rossi,Ahmed,1998-11-12,7 Rue Bouèno Carrièro,13100.0,Aix-en-Provence,M
1760,Mchangama,Ilyes,1969-03-09,108 Rue du Dirigeable,13400.0,Aubagne,M
1761,Ndiaye,Aïcha,1993-02-23,20 Traverse Montcault,13013.0,Marseille,F
1762,Gonzalez,Zoé,1984-10-29,1 Traverse du Mont de Piété,13001.0,Marseille,F
1763,Garcia,Idriss,1987-02-13,424 Avenue de Mazargues,13008.0,Marseille,M
1764,Rossi,Hugo,1960-11-27,7 Impasse du Trémount,13800.0,Istres,M
1765,Dias,Mamadou,1961-10-20,78 Avenue de la Patrouille de France,13300.0,Salon-de-Provence,M
1766,Martin,Manon,1980-09-29,570 Allée de la Broquette,13170.0,Les Pennes-Mirabeau,F
1767,Rossi,Nour,1975-12-26,16 Rue Gabriel Sénac de Meilhan,13001.0,Marseille,F
1768,Abdou,Giulia,1955-07-15,349 Boulevard Denfert Rochereau,13300.0,Salon-de-Provence,F
1769,Benali,Lola,1978-11-22,14 Rue Laurent Fauchier,13100.0,Aix-en-Provence,F
1770,Arnaud,Théo,1959-03-18,1 Allée Philippine,13012.0,Marseille,M
1771,Santos,Fatou,1985-07-13,67 Cours Gambetta,13001.0,Marseille,F
1772,Casabianca,Cheikh,1970-10-28,32 Boulevard Carnot,13120.0,Gardanne,M
1773,Pérez,Youssef,1988-09-29,102 Rue d'Endoume,13007.0,Marseille,M
1774,Öztürk,Nour,1971-04-01,9 Allée des Engano,13127.0,Vitrolles,F
1775,Diop,Noah,1989-11-23,12 Cours Gambetta,13001.0,Marseille,M
1776,Bedrossian,Ibrahima,1952-10-23,67 Cours Gambetta,13001.0,Marseille,M
1777,Silva,Youssef,1965-01-03,51 Cours Gambetta,13001.0,Marseille,M
